run_id,condition,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,view_history,correct,image_click,points,sd,points2,total_earn,button_pressed,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
200,1,true,false,"""","""","""",preload,0,248,0.0-0.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",html-keyboard-response,1,1902,0.0-1.0,1650,"<font size=15>Welcome to our experiment!</font><br><br><br><i> Press <b>space bar</b> to begin.</i>",32,"""","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",survey-multi-choice,2,15134,0.0-2.0,13226,"""","""","{""Q0"":""Yes"",""Q1"":""Yes"",""Q2"":""Yes"",""Q3"":""Yes""}","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",survey-html-form,3,22394,0.0-3.0,7254.5,"""","""","{""gender"":""female"",""age"":""21"",""hand"":""right"",""mail"":""6109a9ea99dda4227ac80f83""}","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,true,"""","""","""","""",fullscreen,4,27526,0.0-4.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",multikey-instructions,5,215991,0.0-5.0,188461,"""","""","""","[{""page_index"":0,""viewing_time"":42796},{""page_index"":1,""viewing_time"":16470},{""page_index"":2,""viewing_time"":17958},{""page_index"":3,""viewing_time"":9697},{""page_index"":4,""viewing_time"":10011},{""page_index"":5,""viewing_time"":11982},{""page_index"":6,""viewing_time"":7923},{""page_index"":7,""viewing_time"":5449},{""page_index"":8,""viewing_time"":18125},{""page_index"":9,""viewing_time"":11889},{""page_index"":8,""viewing_time"":6672},{""page_index"":9,""viewing_time"":2050},{""page_index"":10,""viewing_time"":16352},{""page_index"":11,""viewing_time"":11086}]","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",sampler,6,230948,0.0-6.0-0.0,14552,img/Cobalt.png,"""","""","""",false,-1,12.652962938622546,10,"""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",sampler,7,230951,0.0-6.0-1.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",sampler,8,230952,0.0-6.0-2.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",sampler,9,230952,0.0-6.0-3.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",sampler,10,230952,0.0-6.0-4.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",sampler,11,230953,0.0-6.0-5.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",sampler,12,230953,0.0-6.0-6.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",sampler,13,230953,0.0-6.0-7.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
200,1,"""","""","""","""","""",sampler,14,230954,0.0-6.0-8.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:22",141.134.106.114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
