run_id,condition,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,view_history,correct,image_click,points,sd,points2,total_earn,button_pressed,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
225,1,true,false,"""","""","""",preload,0,582,0.0-0.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-17 18:03:58",37.47.61.64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
225,1,"""","""","""","""","""",html-keyboard-response,1,2268,0.0-1.0,1678,"<font size=15>Welcome to our experiment!</font><br><br><br><i> Press <b>space bar</b> to begin.</i>",32,"""","""","""","""","""","""","""","""","""","2021-08-17 18:03:58",37.47.61.64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
225,1,"""","""","""","""","""",survey-multi-choice,2,12463,0.0-2.0,10191,"""","""","{""Q0"":""Yes"",""Q1"":""Yes"",""Q2"":""Yes"",""Q3"":""Yes""}","""","""","""","""","""","""","""","""","2021-08-17 18:03:58",37.47.61.64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
225,1,"""","""","""","""","""",survey-html-form,3,30129,0.0-3.0,17660,"""","""","{""gender"":""male"",""age"":""19"",""hand"":""right"",""mail"":""5f1eba6ba65ce801eaaeb562""}","""","""","""","""","""","""","""","""","2021-08-17 18:03:58",37.47.61.64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
225,1,true,"""","""","""","""",fullscreen,4,34706,0.0-4.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-17 18:03:58",37.47.61.64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
225,1,"""","""","""","""","""",multikey-instructions,5,173059,0.0-5.0,138346,"""","""","""","[{""page_index"":0,""viewing_time"":24928},{""page_index"":1,""viewing_time"":23950},{""page_index"":2,""viewing_time"":10567},{""page_index"":3,""viewing_time"":10760},{""page_index"":4,""viewing_time"":9892},{""page_index"":5,""viewing_time"":7101},{""page_index"":6,""viewing_time"":4596},{""page_index"":7,""viewing_time"":2140},{""page_index"":8,""viewing_time"":15831},{""page_index"":9,""viewing_time"":10303},{""page_index"":10,""viewing_time"":10373},{""page_index"":11,""viewing_time"":7904}]","""","""","""","""","""","""","""","2021-08-17 18:03:58",37.47.61.64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
225,1,"""","""","""","""","""",sampler,6,181045,0.0-6.0-0.0,7562,img/Cyan.png,"""","""","""",false,-1,8.482662522860236,5,"""","""","""","2021-08-17 18:03:58",37.47.61.64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
225,1,"""","""","""","""","""",sampler,7,182126,0.0-6.0-1.0,658,img/Cyan.png,"""","""","""",false,-1,1.7941447601871667,5,"""","""","""","2021-08-17 18:03:58",37.47.61.64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
225,1,"""","""","""","""","""",sampler,8,182965,0.0-6.0-2.0,427,img/Cyan.png,"""","""","""",false,-1,-4.727571917205601,5,"""","""","""","2021-08-17 18:03:58",37.47.61.64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
225,1,"""","""","""","""","""",sampler,9,183767,0.0-6.0-3.0,379,img/Cyan.png,"""","""","""",false,-1,8.127851961807327,5,"""","""","""","2021-08-17 18:03:58",37.47.61.64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
