run_id,condition,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,view_history,correct,image_click,points,sd,points2,total_earn,button_pressed,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
184,1,true,false,"""","""","""",preload,0,917,0.0-0.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-09 16:15:48",72.239.172.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
184,1,"""","""","""","""","""",html-keyboard-response,1,2587,0.0-1.0,1667,"<font size=15>Welcome to our experiment!</font><br><br><br><i> Press <b>space bar</b> to begin.</i>",32,"""","""","""","""","""","""","""","""","""","2021-08-09 16:15:48",72.239.172.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
184,1,"""","""","""","""","""",survey-multi-choice,2,10877,0.0-2.0,8284,"""","""","{""Q0"":""Yes"",""Q1"":""Yes"",""Q2"":""Yes"",""Q3"":""Yes""}","""","""","""","""","""","""","""","""","2021-08-09 16:15:48",72.239.172.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
184,1,"""","""","""","""","""",survey-html-form,3,22097,0.0-3.0,11214.90000000596,"""","""","{""gender"":""female"",""age"":""20"",""hand"":""right"",""mail"":""6111513c9fb2ced78dcfe88d""}","""","""","""","""","""","""","""","""","2021-08-09 16:15:48",72.239.172.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
184,1,true,"""","""","""","""",fullscreen,4,26202,0.0-4.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-09 16:15:48",72.239.172.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
184,1,"""","""","""","""","""",multikey-instructions,5,310572,0.0-5.0,284365,"""","""","""","[{""page_index"":0,""viewing_time"":36610},{""page_index"":1,""viewing_time"":11209},{""page_index"":0,""viewing_time"":1193},{""page_index"":1,""viewing_time"":507},{""page_index"":2,""viewing_time"":710},{""page_index"":1,""viewing_time"":918},{""page_index"":2,""viewing_time"":7968},{""page_index"":3,""viewing_time"":10946},{""page_index"":4,""viewing_time"":9107},{""page_index"":5,""viewing_time"":8642},{""page_index"":6,""viewing_time"":3839},{""page_index"":7,""viewing_time"":3637},{""page_index"":8,""viewing_time"":6706},{""page_index"":9,""viewing_time"":124948},{""page_index"":8,""viewing_time"":9632},{""page_index"":7,""viewing_time"":682},{""page_index"":6,""viewing_time"":573},{""page_index"":7,""viewing_time"":235},{""page_index"":8,""viewing_time"":8726},{""page_index"":9,""viewing_time"":319},{""page_index"":10,""viewing_time"":2045},{""page_index"":9,""viewing_time"":2564},{""page_index"":10,""viewing_time"":19249},{""page_index"":11,""viewing_time"":13400}]","""","""","""","""","""","""","""","2021-08-09 16:15:48",72.239.172.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
184,1,"""","""","""","""","""",sampler,6,318841,0.0-6.0-0.0,7864,img/Cobalt.png,"""","""","""",false,-1,3.8655314789695794,10,"""","""","""","2021-08-09 16:15:48",72.239.172.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
184,1,"""","""","""","""","""",sampler,7,323288,0.0-6.0-1.0,4036,img/Cobalt.png,"""","""","""",false,-1,1.327871895726354,10,"""","""","""","2021-08-09 16:15:48",72.239.172.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
184,1,"""","""","""","""","""",sampler,8,324161,0.0-6.0-2.0,468,img/Cobalt.png,"""","""","""",false,-1,13.183964694128859,10,"""","""","""","2021-08-09 16:15:48",72.239.172.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
184,1,"""","""","""","""","""",sampler,9,324803,0.0-6.0-3.0,232,img/Cobalt.png,"""","""","""",false,-1,-15.707146646956105,10,"""","""","""","2021-08-09 16:15:48",72.239.172.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Macintosh,Chrome,92.0.4515.131,"OS X",10_15_7,5f461dd6c139dd6b46c7596cbd57cd79
