run_id,condition,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,view_history,correct,image_click,points,sd,points2,total_earn,button_pressed,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
204,1,true,false,"""","""","""",preload,0,305,0.0-0.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:59",94.61.65.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",WebKit,Chrome,92.0.4515.131,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
204,1,"""","""","""","""","""",html-keyboard-response,1,1434,0.0-1.0,1125,"<font size=15>Welcome to our experiment!</font><br><br><br><i> Press <b>space bar</b> to begin.</i>",32,"""","""","""","""","""","""","""","""","""","2021-08-13 21:13:59",94.61.65.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",WebKit,Chrome,92.0.4515.131,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
204,1,"""","""","""","""","""",survey-multi-choice,2,21321,0.0-2.0,19885,"""","""","{""Q0"":""Yes"",""Q1"":""Yes"",""Q2"":""Yes"",""Q3"":""Yes""}","""","""","""","""","""","""","""","""","2021-08-13 21:13:59",94.61.65.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",WebKit,Chrome,92.0.4515.131,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
204,1,"""","""","""","""","""",survey-html-form,3,36001,0.0-3.0,14676.699999999255,"""","""","{""gender"":""female"",""age"":""18"",""hand"":""right"",""mail"":""6112b093393c6ce7986b44fe""}","""","""","""","""","""","""","""","""","2021-08-13 21:13:59",94.61.65.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",WebKit,Chrome,92.0.4515.131,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
204,1,true,"""","""","""","""",fullscreen,4,42268,0.0-4.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:59",94.61.65.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",WebKit,Chrome,92.0.4515.131,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
204,1,"""","""","""","""","""",multikey-instructions,5,379140,0.0-5.0,336870,"""","""","""","[{""page_index"":0,""viewing_time"":108675},{""page_index"":1,""viewing_time"":41248},{""page_index"":2,""viewing_time"":42068},{""page_index"":3,""viewing_time"":10346},{""page_index"":4,""viewing_time"":30099},{""page_index"":5,""viewing_time"":20193},{""page_index"":6,""viewing_time"":12137},{""page_index"":7,""viewing_time"":8388},{""page_index"":8,""viewing_time"":28859},{""page_index"":9,""viewing_time"":13852},{""page_index"":10,""viewing_time"":13547},{""page_index"":11,""viewing_time"":7457}]","""","""","""","""","""","""","""","2021-08-13 21:13:59",94.61.65.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",WebKit,Chrome,92.0.4515.131,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
204,1,"""","""","""","""","""",sampler,6,393188,0.0-6.0-0.0,13634,img/Cobalt.png,"""","""","""",false,-1,3.437201542728608,5,"""","""","""","2021-08-13 21:13:59",94.61.65.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",WebKit,Chrome,92.0.4515.131,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
204,1,"""","""","""","""","""",sampler,7,396211,0.0-6.0-1.0,2614,img/Cobalt.png,"""","""","""",false,-1,3.3762516512299516,5,"""","""","""","2021-08-13 21:13:59",94.61.65.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",WebKit,Chrome,92.0.4515.131,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
204,1,"""","""","""","""","""",sampler,8,398054,0.0-6.0-2.0,1440,img/Cobalt.png,"""","""","""",false,-1,0.2754253716488133,5,"""","""","""","2021-08-13 21:13:59",94.61.65.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",WebKit,Chrome,92.0.4515.131,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
204,1,"""","""","""","""","""",sampler,9,399040,0.0-6.0-3.0,583,img/Cobalt.png,"""","""","""",false,-1,3.277759431644138,5,"""","""","""","2021-08-13 21:13:59",94.61.65.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",WebKit,Chrome,92.0.4515.131,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
