run_id,condition,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,view_history,correct,image_click,points,sd,points2,total_earn,button_pressed,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
203,1,true,false,"""","""","""",preload,0,2207,0.0-0.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",html-keyboard-response,1,9295,0.0-1.0,7065,"<font size=15>Welcome to our experiment!</font><br><br><br><i> Press <b>space bar</b> to begin.</i>",32,"""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",survey-multi-choice,2,655873,0.0-2.0,646566,"""","""","{""Q0"":""Yes"",""Q1"":""Yes"",""Q2"":""Yes"",""Q3"":""Yes""}","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",survey-html-form,3,679619,0.0-3.0,23734,"""","""","{""gender"":""male"",""age"":""36"",""hand"":""right"",""mail"":""610eb2deab587b7f98373a13""}","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,true,"""","""","""","""",fullscreen,4,1362518,0.0-4.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",multikey-instructions,5,1456967,0.0-5.0,94439,"""","""","""","[{""page_index"":0,""viewing_time"":9696},{""page_index"":1,""viewing_time"":995},{""page_index"":2,""viewing_time"":7166},{""page_index"":3,""viewing_time"":12854},{""page_index"":4,""viewing_time"":18450},{""page_index"":5,""viewing_time"":13692},{""page_index"":6,""viewing_time"":5777},{""page_index"":7,""viewing_time"":3716},{""page_index"":8,""viewing_time"":1522},{""page_index"":9,""viewing_time"":10268},{""page_index"":10,""viewing_time"":3357},{""page_index"":11,""viewing_time"":6944}]","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,6,1482510,0.0-6.0-0.0,25132,img/Cyan.png,"""","""","""",false,-1,20.744982658795884,5,"""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,7,1486232,0.0-6.0-1.0,3309,img/Cyan.png,"""","""","""",false,-1,7.592478922242369,5,"""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,8,1492141,0.0-6.0-2.0,5486,img/Cyan.png,"""","""","""",false,-1,5.554931082845326,5,"""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,9,1492146,0.0-6.0-3.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,10,1492147,0.0-6.0-4.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,11,1492148,0.0-6.0-5.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,12,1492149,0.0-6.0-6.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,13,1492150,0.0-6.0-7.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,14,1492151,0.0-6.0-8.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,15,1492151,0.0-6.0-9.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,16,1492153,0.0-6.0-10.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,17,1492153,0.0-6.0-11.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,18,1492154,0.0-6.0-12.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,19,1492154,0.0-6.0-13.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,20,1492154,0.0-6.0-14.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,21,1492155,0.0-6.0-15.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,22,1492156,0.0-6.0-16.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,23,1492156,0.0-6.0-17.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,24,1492157,0.0-6.0-18.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,25,1492157,0.0-6.0-19.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,26,1492157,0.0-6.0-20.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,27,1492158,0.0-6.0-21.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,28,1492158,0.0-6.0-22.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,29,1492159,0.0-6.0-23.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,30,1492159,0.0-6.0-24.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,31,1492160,0.0-6.0-25.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,32,1492160,0.0-6.0-26.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,33,1492161,0.0-6.0-27.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
203,1,"""","""","""","""","""",sampler,34,1492161,0.0-6.0-28.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-13 21:13:55",70.93.250.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0",,Firefox,91.0,Windows,10.0,5f461dd6c139dd6b46c7596cbd57cd79
