run_id,condition,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,view_history,correct,image_click,points,sd,points2,total_earn,button_pressed,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
189,1,true,false,"""","""","""",preload,0,462,0.0-0.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-09 16:17:29",45.20.98.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Macintosh,Chrome,91.0.4472.114,"OS X",10_15_5,5f461dd6c139dd6b46c7596cbd57cd79
189,1,"""","""","""","""","""",html-keyboard-response,1,2978,0.0-1.0,2513,"<font size=15>Welcome to our experiment!</font><br><br><br><i> Press <b>space bar</b> to begin.</i>",32,"""","""","""","""","""","""","""","""","""","2021-08-09 16:17:29",45.20.98.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Macintosh,Chrome,91.0.4472.114,"OS X",10_15_5,5f461dd6c139dd6b46c7596cbd57cd79
189,1,"""","""","""","""","""",survey-multi-choice,2,12498,0.0-2.0,9516,"""","""","{""Q0"":""Yes"",""Q1"":""Yes"",""Q2"":""Yes"",""Q3"":""Yes""}","""","""","""","""","""","""","""","""","2021-08-09 16:17:29",45.20.98.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Macintosh,Chrome,91.0.4472.114,"OS X",10_15_5,5f461dd6c139dd6b46c7596cbd57cd79
189,1,"""","""","""","""","""",survey-html-form,3,26062,0.0-3.0,13555.899999976158,"""","""","{""gender"":""female"",""age"":""23"",""hand"":""right"",""mail"":""61114785f4e432e2f2c827fd""}","""","""","""","""","""","""","""","""","2021-08-09 16:17:29",45.20.98.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Macintosh,Chrome,91.0.4472.114,"OS X",10_15_5,5f461dd6c139dd6b46c7596cbd57cd79
189,1,true,"""","""","""","""",fullscreen,4,29590,0.0-4.0,"""","""","""","""","""","""","""","""","""","""","""","""","2021-08-09 16:17:29",45.20.98.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Macintosh,Chrome,91.0.4472.114,"OS X",10_15_5,5f461dd6c139dd6b46c7596cbd57cd79
189,1,"""","""","""","""","""",multikey-instructions,5,164918,0.0-5.0,135326,"""","""","""","[{""page_index"":0,""viewing_time"":27163},{""page_index"":1,""viewing_time"":3391},{""page_index"":0,""viewing_time"":7687},{""page_index"":1,""viewing_time"":12345},{""page_index"":2,""viewing_time"":4411},{""page_index"":3,""viewing_time"":17022},{""page_index"":4,""viewing_time"":9499},{""page_index"":5,""viewing_time"":11870},{""page_index"":6,""viewing_time"":3961},{""page_index"":7,""viewing_time"":3891},{""page_index"":8,""viewing_time"":15633},{""page_index"":9,""viewing_time"":7135},{""page_index"":10,""viewing_time"":7027},{""page_index"":11,""viewing_time"":4291}]","""","""","""","""","""","""","""","2021-08-09 16:17:29",45.20.98.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Macintosh,Chrome,91.0.4472.114,"OS X",10_15_5,5f461dd6c139dd6b46c7596cbd57cd79
189,1,"""","""","""","""","""",sampler,6,176943,0.0-6.0-0.0,11617,img/Cyan.png,"""","""","""",false,-1,22.72110712710614,10,"""","""","""","2021-08-09 16:17:29",45.20.98.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Macintosh,Chrome,91.0.4472.114,"OS X",10_15_5,5f461dd6c139dd6b46c7596cbd57cd79
189,1,"""","""","""","""","""",sampler,7,178110,0.0-6.0-1.0,762,img/Cyan.png,"""","""","""",false,-1,-20.96100957390799,10,"""","""","""","2021-08-09 16:17:29",45.20.98.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Macintosh,Chrome,91.0.4472.114,"OS X",10_15_5,5f461dd6c139dd6b46c7596cbd57cd79
189,1,"""","""","""","""","""",sampler,8,180630,0.0-6.0-2.0,2112,img/Cyan.png,"""","""","""",false,-1,-6.794206210834918,10,"""","""","""","2021-08-09 16:17:29",45.20.98.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Macintosh,Chrome,91.0.4472.114,"OS X",10_15_5,5f461dd6c139dd6b46c7596cbd57cd79
189,1,"""","""","""","""","""",sampler,9,181348,0.0-6.0-3.0,312,img/Cyan.png,"""","""","""",false,-1,10.7590540104998,10,"""","""","""","2021-08-09 16:17:29",45.20.98.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Macintosh,Chrome,91.0.4472.114,"OS X",10_15_5,5f461dd6c139dd6b46c7596cbd57cd79
